1,177,-14.93934286516265
2,354,-9.337865155968963
3,531,-8.336309182441841
4,708,-7.827122179128356
5,885,-7.454859229804432
6,1062,-7.177926322161141
7,1239,-6.9723430434189275
8,1416,-6.799431776596328
9,1593,-6.656153495702366
10,1770,-6.526299603241312
11,1947,-6.450653870900472
12,2124,-6.3591078230216675
13,2301,-6.338508401213392
14,2478,-6.303771996902207
15,2655,-6.2996192032334495
16,2832,-6.323929560386528
17,3009,-6.352065563201904
18,3186,-6.4024501520361605
19,3363,-6.43988478385796
20,3540,-6.516055028990837
21,3717,-6.647741606006514
22,3894,-6.70889812135427
23,4071,-6.815189657911742
24,4248,-6.962149641608114
25,4425,-7.0560478409804865
26,4602,-7.211081335100077
27,4779,-7.278693783754683
28,4956,-7.412820258383023
29,5133,-7.591865992141982
30,5310,-7.6711529176787465
